CountyFIPS,Year,PopulationDensity
48-497,2010,59127
48-497,2011,59938
48-497,2012,60395
48-497,2013,60991
48-497,2014,61668
48-497,2015,62813
48-497,2016,64428
48-497,2017,65781
48-497,2018,68251
48-497,2019,69877
48-497,2020,71084
48-499,2004,39600
48-499,2005,39917
48-499,2006,41099
48-499,2007,41414
48-499,2008,41722
48-499,2009,41870
48-499,2010,41989
48-499,2010,41964
48-499,2010,41973
48-499,2011,42109
48-499,2012,42402
48-499,2013,42366
48-499,2014,42791
48-499,2015,43142
48-499,2016,43790
48-499,2017,44325
48-499,2018,45242
48-499,2019,45621
48-499,2020,46291
48-501,2004,7362
48-501,2005,7404
48-501,2006,7404
48-501,2007,7588
48-501,2008,7765
48-501,2009,7908
48-501,2010,7852
48-501,2010,7879
48-501,2010,7879
48-501,2011,7971
48-501,2012,8052
48-501,2013,8218
48-501,2014,8392
48-501,2015,8635
48-501,2016,8626
48-501,2017,8527
48-501,2018,8520
48-501,2019,8686
48-501,2020,8702
48-503,2004,17921
48-503,2005,17801
48-503,2006,18227
48-503,2007,18135
48-503,2008,18104
48-503,2009,18466
48-503,2010,18523
48-503,2010,18550
48-503,2010,18550
48-503,2011,18354
48-503,2012,18273
48-503,2013,18353
48-503,2014,18267
48-503,2015,18154
48-503,2016,18095
48-503,2017,17916
48-503,2018,17953
48-503,2019,17937
48-503,2020,17904
48-505,2004,12727
48-505,2005,13043
48-505,2006,13069
48-505,2007,13388
48-505,2008,13640
48-505,2009,13876
48-505,2010,14086
48-505,2010,14018
48-505,2010,14018
48-505,2011,14223
48-505,2012,14267
48-505,2013,14375
48-505,2014,14359
48-505,2015,14474
48-505,2016,14420
48-505,2017,14251
48-505,2018,14151
48-505,2019,14221
48-505,2020,14172
48-507,2004,11512
48-507,2005,11565
48-507,2006,11642
48-507,2007,11657
48-507,2008,11725
48-507,2009,11544
48-507,2010,11728
48-507,2010,11677
48-507,2010,11677
48-507,2011,11872
48-507,2012,12015
48-507,2013,12203
48-507,2014,12254
48-507,2015,12322
48-507,2016,12125
48-507,2017,11946
48-507,2018,11934
48-507,2019,11807
48-507,2020,11840
49-000,2004,2438195
49-000,2005,2498863
49-000,2006,2582234
49-000,2007,2662908
49-000,2008,2724685
49-000,2009,2780871
49-000,2010,2775413
49-000,2010,2763891
49-000,2010,2763885
49-000,2011,2814797
49-000,2012,2854146
49-000,2013,2898773
49-000,2014,2938327
49-000,2015,2983626
49-000,2016,3044241
49-000,2017,3103540
49-000,2018,3155153
49-000,2019,3203383
49-000,2020,3249879
49-001,2004,6077
49-001,2005,6192
49-001,2006,6281
49-001,2007,6266
49-001,2008,6413
49-001,2009,6552
49-001,2010,6657
49-001,2010,6629
49-001,2010,6629
49-001,2011,6560
49-001,2012,6500
49-001,2013,6454
49-001,2014,6428
49-001,2015,6351
49-001,2016,6463
49-001,2017,6402
49-001,2018,6620
49-001,2019,6725
49-001,2020,6761
49-003,2004,44666
49-003,2005,45090
49-003,2006,45948
49-003,2007,47193
49-003,2008,48437
49-003,2009,49372
49-003,2010,50178
49-003,2010,49983
49-003,2010,49975
49-003,2011,50242
49-003,2012,50205
49-003,2013,50730
49-003,2014,51309
49-003,2015,51839
49-003,2016,52995
49-003,2017,53999
49-003,2018,54807
49-003,2019,55957
49-003,2020,57007
49-005,2004,98854
49-005,2005,100501
49-005,2006,101236
49-005,2007,103624
49-005,2008,106824
49-005,2009,110291
49-005,2010,113388
49-005,2010,112656
49-005,2010,112656
49-005,2011,114800
49-005,2012,115925
49-005,2013,117070
49-005,2014,117956
49-005,2015,119777
49-005,2016,122347
49-005,2017,124448
49-005,2018,126574
49-005,2019,128309
49-005,2020,130004
49-007,2004,20026
49-007,2005,19870
49-007,2006,20072
49-007,2007,20554
49-007,2008,20596
49-007,2009,21143
49-007,2010,21403
49-007,2010,21403
49-007,2010,21403
49-007,2011,21308
49-007,2012,21226
49-007,2013,20908
49-007,2014,20642
49-007,2015,20400
49-007,2016,20349
49-007,2017,20171
49-007,2018,20248
49-007,2019,20476
49-007,2020,20760
49-009,2004,952
49-009,2005,967
49-009,2006,984
49-009,2007,974
49-009,2008,993
49-009,2009,1037
49-009,2010,1077
49-009,2010,1059
49-009,2010,1061
49-009,2011,1162
49-009,2012,1096
49-009,2013,1141
49-009,2014,1125
49-009,2015,1107
49-009,2016,1075
49-009,2017,1012
49-009,2018,984
49-009,2019,964
49-009,2020,1026
49-011,2004,262189
49-011,2005,269208
49-011,2006,278800
49-011,2007,288236
49-011,2008,295801
49-011,2009,301965
49-011,2010,307919
49-011,2010,306479
49-011,2010,306492
49-011,2011,311904
49-011,2012,316022
49-011,2013,322368
49-011,2014,328891
49-011,2015,334814
49-011,2016,341255
49-011,2017,346858
49-011,2018,351154
49-011,2019,355304
49-011,2020,359232
49-013,2004,15101
49-013,2005,15473
49-013,2006,15823
49-013,2007,16651
49-013,2008,17412
49-013,2009,18536
49-013,2010,18647
49-013,2010,18607
49-013,2010,18605
49-013,2011,18700
49-013,2012,18999
49-013,2013,19959
49-013,2014,20197
49-013,2015,20743
49-013,2016,20226
49-013,2017,19852
49-013,2018,19902
49-013,2019,19877
49-013,2020,19894
49-015,2004,10460
49-015,2005,10471
49-015,2006,10445
49-015,2007,10566
49-015,2008,10740
49-015,2009,10896
49-015,2010,11004
49-015,2010,10976
49-015,2010,10976
49-015,2011,10986
49-015,2012,10941
49-015,2013,10761
49-015,2014,10641
49-015,2015,10360
49-015,2016,10221
49-015,2017,10027
49-015,2018,10039
49-015,2019,10061
49-015,2020,10147
49-017,2004,4552
49-017,2005,4582
49-017,2006,4670
49-017,2007,4850
49-017,2008,5010
49-017,2009,5068
49-017,2010,5196
49-017,2010,5172
49-017,2010,5172
49-017,2011,5150
49-017,2012,5064
49-017,2013,5033
49-017,2014,5009
49-017,2015,4966
49-017,2016,4956
49-017,2017,5022
49-017,2018,4970
49-017,2019,5000
49-017,2020,5050
49-019,2004,8528
49-019,2005,8657
49-019,2006,8787
49-019,2007,8838
49-019,2008,8981
49-019,2009,9034
49-019,2010,9301
49-019,2010,9212
49-019,2010,9225
49-019,2011,9286
49-019,2012,9343
49-019,2013,9361
49-019,2014,9464
49-019,2015,9530
49-019,2016,9616
49-019,2017,9591
49-019,2018,9715
49-019,2019,9773
49-019,2020,9796
49-021,2004,37223
49-021,2005,39555
49-021,2006,42000
49-021,2007,43645
49-021,2008,44547
49-021,2009,45693
49-021,2010,46264
49-021,2010,46163
49-021,2010,46163
49-021,2011,46632
49-021,2012,46661
49-021,2013,46560
49-021,2014,47080
49-021,2015,48166
49-021,2016,49755
49-021,2017,50944
49-021,2018,52959
49-021,2019,55269
49-021,2020,56814
49-023,2004,8803
49-023,2005,8926
49-023,2006,9175
49-023,2007,9607
49-023,2008,10024
49-023,2009,10209
49-023,2010,10263
49-023,2010,10246
49-023,2010,10246
49-023,2011,10317
49-023,2012,10300
49-023,2013,10269
49-023,2014,10418
49-023,2015,10560
49-023,2016,11045
49-023,2017,11308
49-023,2018,11639
49-023,2019,12002
49-023,2020,12122
49-025,2004,6200
49-025,2005,6369
49-025,2006,6678
49-025,2007,6778
49-025,2008,6853
49-025,2009,7001
49-025,2010,7214
49-025,2010,7125
49-025,2010,7125
49-025,2011,7297
49-025,2012,7177
49-025,2013,7128
49-025,2014,7172
49-025,2015,7045
49-025,2016,7306
49-025,2017,7535
49-025,2018,7663
49-025,2019,7873
49-025,2020,7914
49-027,2004,12017
49-027,2005,11935
49-027,2006,11946
49-027,2007,11954
49-027,2008,12146
49-027,2009,12343
49-027,2010,12541
49-027,2010,12503
49-027,2010,12503
49-027,2011,12571
49-027,2012,12468
49-027,2013,12556
49-027,2014,12540
49-027,2015,12621
49-027,2016,12641
49-027,2017,12805
49-027,2018,12941
49-027,2019,13100
49-027,2020,13327
49-029,2004,7725
49-029,2005,7977
49-029,2006,8342
49-029,2007,8771
49-029,2008,9126
49-029,2009,9318
49-029,2010,9523
49-029,2010,9469
49-029,2010,9469
49-029,2011,9655
49-029,2012,9812
49-029,2013,10215
49-029,2014,10609
49-029,2015,11048
49-029,2016,11368
49-029,2017,11836
49-029,2018,11971
49-029,2019,12115
49-029,2020,12462
49-031,2004,1430
49-031,2005,1430
49-031,2006,1429
49-031,2007,1419
49-031,2008,1511
49-031,2009,1528
49-031,2010,1563
49-031,2010,1556
49-031,2010,1557
49-031,2011,1497
49-031,2012,1495
49-031,2013,1486
49-031,2014,1465
49-031,2015,1489
49-031,2016,1457
49-031,2017,1406
49-031,2018,1434
49-031,2019,1472
49-031,2020,1473
49-033,2004,2051
49-033,2005,2055
49-033,2006,2035
49-033,2007,2124
49-033,2008,2227
49-033,2009,2253
49-033,2010,2255
49-033,2010,2264
49-033,2010,2264
49-033,2011,2295
49-033,2012,2258
49-033,2013,2263
49-033,2014,2274
49-033,2015,2301
49-033,2016,2311
49-033,2017,2388
49-033,2018,2455
49-033,2019,2468
49-033,2020,2452
49-035,2004,934140
49-035,2005,947963
49-035,2006,966798
49-035,2007,983719
49-035,2008,999553
49-035,2009,1016795
49-035,2010,1032997
49-035,2010,1029655
49-035,2010,1029590
49-035,2011,1047702
49-035,2012,1064140
49-035,2013,1079661
49-035,2014,1090340
49-035,2015,1102690
49-035,2016,1120751
49-035,2017,1137273
49-035,2018,1148949
49-035,2019,1158585
49-035,2020,1165517
49-037,2004,13723
49-037,2005,13653
49-037,2006,13679
49-037,2007,14028
49-037,2008,14436
49-037,2009,14514
49-037,2010,14837
49-037,2010,14757
49-037,2010,14746
49-037,2011,14850
49-037,2012,15052
49-037,2013,15003
49-037,2014,15074
49-037,2015,15254
49-037,2016,15346
49-037,2017,15286
49-037,2018,15336
49-037,2019,15228
49-037,2020,15278
49-039,2004,24217
49-039,2005,24607
49-039,2006,25051
49-039,2007,25846
49-039,2008,26959
49-039,2009,27511
49-039,2010,27938
49-039,2010,27822
49-039,2010,27822
49-039,2011,28000
49-039,2012,27958
49-039,2013,28130
49-039,2014,28299
49-039,2015,28663
49-039,2016,29244
49-039,2017,29953
49-039,2018,30529
49-039,2019,30986
49-039,2020,31393
49-041,2004,19412
49-041,2005,19415
49-041,2006,19844
49-041,2007,20236
49-041,2008,20599
49-041,2009,20694
49-041,2010,20799
49-041,2010,20802
49-041,2010,20800
49-041,2011,20872
49-041,2012,20662
49-041,2013,20758
49-041,2014,20746
49-041,2015,20872
49-041,2016,21145
49-041,2017,21299
49-041,2018,21516
49-041,2019,21636
49-041,2020,21780
49-043,2004,33271
49-043,2005,34137
49-043,2006,34242
49-043,2007,34647
49-043,2008,35229
49-043,2009,35838
49-043,2010,36502
49-043,2010,36324
49-043,2010,36324
49-043,2011,37438
49-043,2012,37886
49-043,2013,38447
49-043,2014,39144
49-043,2015,39675
49-043,2016,40564
49-043,2017,41375
49-043,2018,41879
49-043,2019,42081
49-043,2020,42499
49-045,2004,47894
49-045,2005,49258
49-045,2006,51483
49-045,2007,53821
49-045,2008,55909
49-045,2009,57218
49-045,2010,58502
49-045,2010,58218
49-045,2010,58218
49-045,2011,59198
49-045,2012,59810
49-045,2013,60655
49-045,2014,61473
49-045,2015,62676
49-045,2016,64643
49-045,2017,67490
49-045,2018,69946
49-045,2019,72110
49-045,2020,74512
49-047,2004,26994
49-047,2005,27661
49-047,2006,28662
49-047,2007,29920
49-047,2008,31009
49-047,2009,32931
49-047,2010,32465
49-047,2010,32589
49-047,2010,32588
49-047,2011,33246
49-047,2012,34648
49-047,2013,35696
49-047,2014,36934
49-047,2015,37815
49-047,2016,36261
49-047,2017,35235
49-047,2018,35407
49-047,2019,35806
49-047,2020,35970
49-049,2004,416220
49-049,2005,430697
49-049,2006,448296
49-049,2007,469574
49-049,2008,487615
49-049,2009,504801
49-049,2010,520033
49-049,2010,516639
49-049,2010,516564
49-049,2011,530844
49-049,2012,539970
49-049,2013,551689
49-049,2014,561171
49-049,2015,573289
49-049,2016,591107
49-049,2017,607612
49-049,2018,622076
49-049,2019,635675
49-049,2020,651059
49-051,2004,18349
49-051,2005,19410
49-051,2006,20755
49-051,2007,21413
49-051,2008,22120
49-051,2009,22886
49-051,2010,23642
49-051,2010,23525
49-051,2010,23530
49-051,2011,24404
49-051,2012,25340
49-051,2013,26578
49-051,2014,27815
49-051,2015,29131
49-051,2016,30433
49-051,2017,32045
49-051,2018,33278
49-051,2019,34210
49-051,2020,35300
49-053,2004,110207
49-053,2005,119000
49-053,2006,126796
49-053,2007,132277
49-053,2008,135552
49-053,2009,137088
49-053,2010,138397
49-053,2010,138115
49-053,2010,138115
49-053,2011,141288
49-053,2012,144216
49-053,2013,147099
49-053,2014,151231
49-053,2015,154839
49-053,2016,159537
49-053,2017,166195
49-053,2018,172051
49-053,2019,177938
49-053,2020,184913
49-055,2004,2505
49-055,2005,2510
49-055,2006,2594
49-055,2007,2648
49-055,2008,2731
49-055,2009,2788
49-055,2010,2772
49-055,2010,2778
49-055,2010,2778
49-055,2011,2742
49-055,2012,2704
49-055,2013,2712
49-055,2014,2695
49-055,2015,2689
49-055,2016,2671
49-055,2017,2699
49-055,2018,2657
49-055,2019,2703
49-055,2020,2759
49-057,2004,207794
49-057,2005,210150
49-057,2006,212656
49-057,2007,217567
49-057,2008,223676
49-057,2009,228118
49-057,2010,232136
49-057,2010,231218
49-057,2010,231236
49-057,2011,233851
49-057,2012,236268
49-057,2013,238083
49-057,2014,240185
49-057,2015,242916
49-057,2016,247153
49-057,2017,251474
49-057,2018,255454
49-057,2019,259680
49-057,2020,262658
50-000,2004,618120
50-000,2005,618797
50-000,2006,619916
50-000,2007,620438
50-000,2008,620967
50-000,2009,621436
50-000,2010,625886
50-000,2010,625741
50-000,2010,625727
50-000,2011,627197
50-000,2012,626361
50-000,2013,626603
50-000,2014,625693
50-000,2015,625810
50-000,2016,624366
50-000,2017,625132
50-000,2018,624802
50-000,2019,624046
50-000,2020,623347
50-001,2004,36580
50-001,2005,36611
50-001,2006,36758
50-001,2007,36886
50-001,2008,36905
50-001,2009,36847
50-001,2010,36813
50-001,2010,36809
50-001,2010,36821
50-001,2011,36973
50-001,2012,36910
50-001,2013,36949
50-001,2014,36950
50-001,2015,36955
50-001,2016,36973
50-001,2017,36947
50-001,2018,36970
50-001,2019,36994
50-001,2020,36851
50-003,2004,37062
50-003,2005,36960
50-003,2006,37127
50-003,2007,37077
50-003,2008,37168
50-003,2009,37151
50-003,2010,37078
50-003,2010,37119
50-003,2010,37125
50-003,2011,36823
50-003,2012,36634
50-003,2013,36570
50-003,2014,36207
50-003,2015,36198
50-003,2016,35977
50-003,2017,35763
50-003,2018,35635
50-003,2019,35532
50-003,2020,35338
50-005,2004,30642
50-005,2005,30881
50-005,2006,31252
50-005,2007,31238
50-005,2008,31167
50-005,2009,31213
50-005,2010,31163
50-005,2010,31227
50-005,2010,31231
50-005,2011,31115
50-005,2012,31034
50-005,2013,31055
50-005,2014,30882
50-005,2015,30658
50-005,2016,30176
50-005,2017,30172
50-005,2018,30221
50-005,2019,29860
50-005,2020,29705
50-007,2004,151445
50-007,2005,152163
50-007,2006,152861
50-007,2007,153625
50-007,2008,154659
50-007,2009,155793
50-007,2010,156774
50-007,2010,156535
50-007,2010,156545
50-007,2011,158083
50-007,2012,158777
50-007,2013,159578
50-007,2014,160134
50-007,2015,161535
50-007,2016,161839
50-007,2017,163254
50-007,2018,163755
50-007,2019,163918
50-007,2020,164306
50-009,2004,6478
50-009,2005,6450
50-009,2006,6341
50-009,2007,6421
50-009,2008,6404
50-009,2009,6331
50-009,2010,6312
50-009,2010,6306
50-009,2010,6306
50-009,2011,6322
50-009,2012,6221
50-009,2013,6192
50-009,2014,6153
50-009,2015,6193
50-009,2016,6225
50-009,2017,6184
50-009,2018,6209
50-009,2019,6145
50-009,2020,6123
50-011,2004,46942
50-011,2005,47192
50-011,2006,47392
50-011,2007,47455
50-011,2008,47462
50-011,2009,47620
50-011,2010,47821
50-011,2010,47759
50-011,2010,47746
50-011,2011,48233
50-011,2012,48324
50-011,2013,48416
50-011,2014,48775
50-011,2015,49002
50-011,2016,48998
50-011,2017,48994
50-011,2018,49312
50-011,2019,49384
50-011,2020,49685
50-013,2004,7265
50-013,2005,7282
50-013,2006,7173
50-013,2007,7152
50-013,2008,7211
50-013,2009,7022
50-013,2010,6970
50-013,2010,6970
50-013,2010,6948
50-013,2011,6975
50-013,2012,6973
50-013,2013,6990
50-013,2014,6969
50-013,2015,6873
50-013,2016,6921
50-013,2017,6976
50-013,2018,7100
50-013,2019,7208
50-013,2020,7169
50-015,2004,23444
50-015,2005,23421
50-015,2006,23642
50-015,2007,23778
50-015,2008,23971
50-015,2009,24193
50-015,2010,24517
50-015,2010,24473
50-015,2010,24475
50-015,2011,24717
50-015,2012,24957
50-015,2013,25127
50-015,2014,25149
50-015,2015,25265
50-015,2016,25360
50-015,2017,25427
50-015,2018,25330
50-015,2019,25420
50-015,2020,25341
50-017,2004,29040
50-017,2005,29066
50-017,2006,29249
50-017,2007,29119
50-017,2008,29032
50-017,2009,28965
50-017,2010,28945
50-017,2010,28936
50-017,2010,28938
50-017,2011,29020
50-017,2012,28923
50-017,2013,28858
50-017,2014,28888
50-017,2015,28900
50-017,2016,28910
50-017,2017,28976
50-017,2018,28827
50-017,2019,28809
50-017,2020,28837
50-019,2004,27064
50-019,2005,27224
50-019,2006,27215
50-019,2007,27332
50-019,2008,27269
50-019,2009,27234
50-019,2010,27247
50-019,2010,27231
50-019,2010,27234
50-019,2011,27198
50-019,2012,27169
50-019,2013,27141
50-019,2014,27032
50-019,2015,27043
50-019,2016,26748
50-019,2017,26822
50-019,2018,26826
50-019,2019,26934
50-019,2020,26897
50-021,2004,62997
50-021,2005,63003
50-021,2006,62894
50-021,2007,62618
50-021,2008,62368
50-021,2009,61946
50-021,2010,61585
50-021,2010,61659
50-021,2010,61642
50-021,2011,61240
50-021,2012,60816
50-021,2013,60512
50-021,2014,60071
50-021,2015,59582
50-021,2016,59145
50-021,2017,59012
50-021,2018,58590
50-021,2019,58125
50-021,2020,57764
50-023,2004,59081
50-023,2005,59366
50-023,2006,59414
50-023,2007,59275
50-023,2008,59278
50-023,2009,59353
50-023,2010,59573
50-023,2010,59525
50-023,2010,59534
50-023,2011,59608
50-023,2012,59432
50-023,2013,59253
50-023,2014,59005
50-023,2015,58707
50-023,2016,58434
50-023,2017,58330
50-023,2018,58129
50-023,2019,58458
50-023,2020,58328
50-025,2004,44241
50-025,2005,44187
50-025,2006,44390
50-025,2007,44444
50-025,2008,44407
50-025,2009,44441
50-025,2010,44506
50-025,2010,44513
50-025,2010,44511
50-025,2011,44261
50-025,2012,44029
50-025,2013,43928
50-025,2014,43708
50-025,2015,43309
50-025,2016,43251
50-025,2017,42955
50-025,2018,42690
50-025,2019,42227
50-025,2020,42015
50-027,2004,57639
50-027,2005,57409
50-027,2006,57184
50-027,2007,57061
50-027,2008,56850
50-027,2009,56708
50-027,2010,56604
50-027,2010,56658
50-027,2010,56670
50-027,2011,56629
50-027,2012,56162
50-027,2013,56034
50-027,2014,55770
50-027,2015,55590
50-027,2016,55409
50-027,2017,55320
50-027,2018,55208
50-027,2019,55032
50-027,2020,54988
51-000,2004,7453994
51-000,2005,7547753
51-000,2006,7633859
51-000,2007,7705466
51-000,2008,7780691
51-000,2009,7862480
51-000,2010,8024004
51-000,2010,8001046
51-000,2010,8001024
51-000,2011,8102437
51-000,2012,8187456
51-000,2013,8255861
51-000,2014,8315430
51-000,2015,8367303
51-000,2016,8417651
51-000,2017,8471011
51-000,2018,8510920
51-000,2019,8556642
51-000,2020,8590563
51-001,2004,36310
51-001,2005,35835
51-001,2006,35192
51-001,2007,34553
51-001,2008,33970
51-001,2009,33415
51-001,2010,33150
51-001,2010,33164
51-001,2010,33162
51-001,2011,33227
51-001,2012,33276
51-001,2013,32982
51-001,2014,32992
51-001,2015,32930
51-001,2016,32903
51-001,2017,32729
51-001,2018,32603
51-001,2019,32325
51-001,2020,32238
51-003,2004,89491
51-003,2005,91676
51-003,2006,93852
51-003,2007,95009
51-003,2008,97081
51-003,2009,98071
51-003,2010,99196
51-003,2010,98984
51-003,2010,98970
51-003,2011,100231
51-003,2012,101504
51-003,2013,102329
51-003,2014,103811
51-003,2015,105221
51-003,2016,106662
51-003,2017,108107
51-003,2018,108832
51-003,2019,109843
51-003,2020,110652
51-005,2004,16645
51-005,2005,16580
51-005,2006,16564
51-005,2007,16530
51-005,2008,16404
51-005,2009,16306
51-005,2010,16203
51-005,2010,16264
51-005,2010,16250
51-005,2011,16163
51-005,2012,16035
51-005,2013,15926
51-005,2014,15613
51-005,2015,15432
51-005,2016,15393
51-005,2017,15143
51-005,2018,15016
51-005,2019,14898
51-005,2020,14701
51-007,2004,11712
51-007,2005,11943
51-007,2006,12250
51-007,2007,12447
51-007,2008,12563
51-007,2009,12594
51-007,2010,12741
51-007,2010,12690
51-007,2010,12690
51-007,2011,12747
51-007,2012,12741
51-007,2013,12655
51-007,2014,12713
51-007,2015,12784
51-007,2016,12805
51-007,2017,12974
51-007,2018,12997
51-007,2019,13058
51-007,2020,13014
51-009,2004,31783
51-009,2005,31955
51-009,2006,32094
51-009,2007,32203
51-009,2008,32510
51-009,2009,32447
51-009,2010,32389
51-009,2010,32353
51-009,2010,32354
51-009,2011,32160
51-009,2012,32640
51-009,2013,32331
51-009,2014,32174
51-009,2015,31855
51-009,2016,31903
51-009,2017,31893
51-009,2018,31771
51-009,2019,31678
51-009,2020,31667
51-011,2004,13916
51-011,2005,13981
51-011,2006,14215
51-011,2007,14425
51-011,2008,14795
51-011,2009,14812
51-011,2010,15091
51-011,2010,14973
51-011,2010,15022
51-011,2011,15104
51-011,2012,15240
51-011,2013,15315
51-011,2014,15343
51-011,2015,15485
51-011,2016,15535
51-011,2017,15715
51-011,2018,15874
51-011,2019,15902
51-011,2020,16043
51-013,2004,187901
51-013,2005,187760
51-013,2006,188176
51-013,2007,190759
51-013,2008,196305
51-013,2009,202637
51-013,2010,209319
51-013,2010,207696
51-013,2010,207627
51-013,2011,216078
51-013,2012,221614
51-013,2013,225120
51-013,2014,226274
51-013,2015,228887
51-013,2016,231805
51-013,2017,235193
51-013,2018,236662
51-013,2019,238392
51-013,2020,240119
51-015,2004,68899
51-015,2005,69949
51-015,2006,71896
51-015,2007,73041
51-015,2008,73555
51-015,2009,73844
51-015,2010,73593
51-015,2010,73759
51-015,2010,73750
51-015,2011,73656
51-015,2012,73599
51-015,2013,73862
51-015,2014,73908
51-015,2015,74324
51-015,2016,74875
51-015,2017,75324
51-015,2018,75906
51-015,2019,76120
51-015,2020,76544
51-017,2004,4934
51-017,2005,4891
51-017,2006,4823
51-017,2007,4835
51-017,2008,4778
51-017,2009,4743
51-017,2010,4721
51-017,2010,4731
51-017,2010,4727
51-017,2011,4655
51-017,2012,4642
51-017,2013,4591
51-017,2014,4536
51-017,2015,4463
51-017,2016,4408
51-017,2017,4270
51-017,2018,4275
51-017,2019,4169
51-017,2020,4119
51-019,2004,63563
51-019,2005,64825
51-019,2006,66363
51-019,2007,67392
51-019,2008,67594
51-019,2009,68399
51-019,2010,75032
51-019,2010,68676
51-019,2010,74928
51-019,2011,75555
51-019,2012,75755
51-019,2013,76189
51-019,2014,77054
51-019,2015,77653
51-019,2016,78024
51-019,2017,78445
51-019,2018,79115
51-019,2019,79431
51-019,2020,79811
51-021,2004,6913
51-021,2005,6873
51-021,2006,6840
51-021,2007,6930
51-021,2008,6921
51-021,2009,6868
51-021,2010,6801
51-021,2010,6826
51-021,2010,6824
51-021,2011,6776
51-021,2012,6693
51-021,2013,6674
51-021,2014,6586
51-021,2015,6536
51-021,2016,6483
51-021,2017,6361
51-021,2018,6295
51-021,2019,6292
51-021,2020,6239
51-023,2004,31715
51-023,2005,31803
51-023,2006,32491
51-023,2007,32681
51-023,2008,32955
51-023,2009,33042
51-023,2010,33195
51-023,2010,33149
51-023,2010,33148
51-023,2011,33001
51-023,2012,33121
51-023,2013,32995
51-023,2014,33086
51-023,2015,33391
51-023,2016,33298
51-023,2017,33355
51-023,2018,33412
51-023,2019,33500
51-023,2020,33633
51-025,2004,17981
51-025,2005,17981
51-025,2006,18011
51-025,2007,17823
51-025,2008,17791
51-025,2009,17507
51-025,2010,17393
51-025,2010,17418
51-025,2010,17434
51-025,2011,17119
51-025,2012,17023
51-025,2013,16976
51-025,2014,16815
51-025,2015,16838
51-025,2016,16607
51-025,2017,16572
51-025,2018,16289
51-025,2019,16176
51-025,2020,16037
51-027,2004,25647
51-027,2005,25315
51-027,2006,25009
51-027,2007,24670
51-027,2008,24371
51-027,2009,24234
51-027,2010,24091
51-027,2010,24109
51-027,2010,24098
51-027,2011,23835
51-027,2012,23835
51-027,2013,23638
51-027,2014,23167
51-027,2015,22767
51-027,2016,22229
51-027,2017,21622
51-027,2018,21373
51-027,2019,21031
51-027,2020,20613
51-029,2004,16168
51-029,2005,16401
51-029,2006,16547
51-029,2007,16737
51-029,2008,16819
51-029,2009,17148
51-029,2010,17092
51-029,2010,17146
51-029,2010,17140
51-029,2011,17217
51-029,2012,17071
51-029,2013,17154
51-029,2014,16936
51-029,2015,17022
51-029,2016,17044
51-029,2017,17046
51-029,2018,17042
51-029,2019,17134
51-029,2020,17168
51-031,2004,52093
51-031,2005,52795
51-031,2006,53475
51-031,2007,53769
51-031,2008,54232
51-031,2009,54472
51-031,2010,54910
51-031,2010,54842
51-031,2010,54815
51-031,2011,54799
51-031,2012,54843
51-031,2013,55093
51-031,2014,55286
51-031,2015,55374
51-031,2016,55391
51-031,2017,55440
51-031,2018,55526
51-031,2019,55371
51-031,2020,55304
51-033,2004,23920
51-033,2005,25475
51-033,2006,26722
51-033,2007,27592
51-033,2008,28011
51-033,2009,28263
51-033,2010,28631
51-033,2010,28550
51-033,2010,28545
51-033,2011,28672
51-033,2012,28950
51-033,2013,29253
51-033,2014,29747
51-033,2015,29907
51-033,2016,30091
51-033,2017,30441
51-033,2018,30766
51-033,2019,30745
51-033,2020,30860
51-035,2004,29670
51-035,2005,29660
51-035,2006,29894
51-035,2007,29933
51-035,2008,30067
51-035,2009,30002
51-035,2010,30071
51-035,2010,30042
51-035,2010,30072
51-035,2011,30093
51-035,2012,29920
51-035,2013,29915
51-035,2014,29721
51-035,2015,29882
51-035,2016,29788
51-035,2017,29845
51-035,2018,29824
51-035,2019,30022
51-035,2020,30074
51-036,2004,7050
51-036,2005,7060
51-036,2006,7156
51-036,2007,7148
51-036,2008,7232
51-036,2009,7216
51-036,2010,7255
51-036,2010,7252
51-036,2010,7256
51-036,2011,7200
51-036,2012,7123
51-036,2013,7068
51-036,2014,6975
51-036,2015,7043
51-036,2016,7026
51-036,2017,7024
51-036,2018,6983
51-036,2019,6969
51-036,2020,6821
51-037,2004,12524
51-037,2005,12631
51-037,2006,12731
51-037,2007,12680
51-037,2008,12654
51-037,2009,12588
51-037,2010,12568
51-037,2010,12586
51-037,2010,12597
51-037,2011,12497
51-037,2012,12400
51-037,2013,12281
51-037,2014,12177
51-037,2015,12182
51-037,2016,12113
51-037,2017,12078
51-037,2018,11906
51-037,2019,11849
51-037,2020,11820
51-041,2004,283030
51-041,2005,289998
51-041,2006,298496
51-041,2007,304636
51-041,2008,309837
51-041,2009,313096
51-041,2010,317210
51-041,2010,316236
51-041,2010,316236
51-041,2011,320344
51-041,2012,323942
51-041,2013,327721
51-041,2014,332221
51-041,2015,335093
51-041,2016,338677
51-041,2017,343500
51-041,2018,348704
51-041,2019,353376
51-041,2020,358245
51-043,2004,13413
51-043,2005,13710
51-043,2006,13939
51-043,2007,13969
51-043,2008,14092
51-043,2009,14015
51-043,2010,14018
51-043,2010,14028
51-043,2010,14034
51-043,2011,14197
51-043,2012,14255
51-043,2013,14264
51-043,2014,14329
51-043,2015,14252
